product_name,category,state,location_zone,date,mrp,discount_applied,discounted_price,units_sold
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-21,115.0,5.0,109.25,5
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-19,115.0,10.0,103.5,15
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-29,115.0,15.0,97.75,10
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-20,115.0,0.0,115.0,11
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-27,115.0,0.0,115.0,13
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-22,115.0,5.0,109.25,17
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-23,115.0,0.0,115.0,8
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-27,115.0,20.0,92.0,8
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-27,115.0,5.0,109.25,5
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-23,115.0,10.0,103.5,15
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-28,115.0,0.0,115.0,20
Tata Tea Gold 250g,beverages,Karnataka,Tier-2,2025-05-26,115.0,0.0,115.0,27
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-06-08,115.0,15.0,97.75,10
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-06-02,115.0,15.0,97.75,37
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-05-25,115.0,0.0,115.0,24
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-05-27,115.0,0.0,115.0,9
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-05-30,115.0,0.0,115.0,24
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-05-28,115.0,0.0,115.0,16
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-06-03,115.0,0.0,115.0,18
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-05-30,115.0,10.0,103.5,24
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-06-02,115.0,20.0,92.0,11
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-06-04,115.0,5.0,109.25,11
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-06-03,115.0,0.0,115.0,10
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-05-30,115.0,10.0,103.5,10
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-06-08,115.0,5.0,109.25,14
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-06-06,115.0,10.0,103.5,22
Tata Tea Gold 250g,beverages,Karnataka,Tier-3,2025-06-03,115.0,10.0,103.5,21
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-14,115.0,0.0,115.0,18
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-14,115.0,5.0,109.25,19
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-09,115.0,10.0,103.5,10
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-10,115.0,5.0,109.25,5
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-12,115.0,0.0,115.0,21
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-12,115.0,0.0,115.0,12
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-06,115.0,20.0,92.0,21
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-12,115.0,10.0,103.5,32
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-15,115.0,0.0,115.0,21
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-12,115.0,20.0,92.0,22
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-11,115.0,10.0,103.5,33
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-1,2025-06-12,115.0,5.0,109.25,24
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-07-01,115.0,0.0,115.0,19
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-24,115.0,0.0,115.0,27
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-18,115.0,10.0,103.5,6
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-22,115.0,5.0,109.25,28
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-26,115.0,0.0,115.0,11
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-09,115.0,0.0,115.0,13
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-19,115.0,0.0,115.0,5
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-18,115.0,20.0,92.0,12
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-07-02,115.0,0.0,115.0,11
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-30,115.0,15.0,97.75,22
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-11,115.0,10.0,103.5,8
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-11,115.0,5.0,109.25,19
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-18,115.0,0.0,115.0,8
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-26,115.0,10.0,103.5,27
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-24,115.0,20.0,92.0,29
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-14,115.0,0.0,115.0,8
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-08,115.0,0.0,115.0,19
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-2,2025-06-19,115.0,0.0,115.0,23
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-3,2025-06-06,115.0,5.0,109.25,28
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-3,2025-06-11,115.0,10.0,103.5,8
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-3,2025-06-27,115.0,20.0,92.0,36
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-3,2025-06-09,115.0,0.0,115.0,15
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-3,2025-06-15,115.0,5.0,109.25,26
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-3,2025-06-05,115.0,10.0,103.5,20
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-3,2025-06-10,115.0,15.0,97.75,15
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-3,2025-06-20,115.0,15.0,97.75,27
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-3,2025-06-19,115.0,0.0,115.0,23
Tata Tea Gold 250g,beverages,Tamil Nadu,Tier-3,2025-06-23,115.0,5.0,109.25,5
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-14,115.0,15.0,97.75,14
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-23,115.0,10.0,103.5,27
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-12,115.0,10.0,103.5,34
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-14,115.0,0.0,115.0,28
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-05,115.0,5.0,109.25,27
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-08,115.0,0.0,115.0,8
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-12,115.0,0.0,115.0,12
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-24,115.0,0.0,115.0,12
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-17,115.0,0.0,115.0,8
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-14,115.0,5.0,109.25,29
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-25,115.0,15.0,97.75,36
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-10,115.0,0.0,115.0,25
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-08,115.0,0.0,115.0,24
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-14,115.0,5.0,109.25,8
Tata Tea Gold 250g,beverages,West Bengal,Tier-1,2025-06-22,115.0,10.0,103.5,10
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-03,115.0,5.0,109.25,7
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-14,115.0,15.0,97.75,29
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-06-29,115.0,15.0,97.75,9
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-04,115.0,0.0,115.0,28
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-26,115.0,5.0,109.25,18
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-23,115.0,10.0,103.5,9
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-31,115.0,10.0,103.5,16
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-18,115.0,15.0,97.75,27
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-10,115.0,5.0,109.25,13
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-02,115.0,15.0,97.75,36
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-23,115.0,15.0,97.75,37
Tata Tea Gold 250g,beverages,West Bengal,Tier-2,2025-07-22,115.0,10.0,103.5,8
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-14,115.0,5.0,109.25,31
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-18,115.0,10.0,103.5,8
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-13,115.0,5.0,109.25,30
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-21,115.0,0.0,115.0,24
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-15,115.0,0.0,115.0,9
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-14,115.0,10.0,103.5,20
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-16,115.0,5.0,109.25,14
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-16,115.0,10.0,103.5,9
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-14,115.0,5.0,109.25,23
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-24,115.0,10.0,103.5,32
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-24,115.0,15.0,97.75,16
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-20,115.0,15.0,97.75,7
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-15,115.0,5.0,109.25,11
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-13,115.0,5.0,109.25,17
Tata Tea Gold 250g,beverages,West Bengal,Tier-3,2025-05-23,115.0,5.0,109.25,6
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-07-10,115.0,10.0,103.5,25
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-07-04,115.0,0.0,115.0,28
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-07-22,115.0,0.0,115.0,22
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-07-07,115.0,0.0,115.0,21
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-07-14,115.0,10.0,103.5,24
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-06-28,115.0,10.0,103.5,24
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-07-19,115.0,0.0,115.0,21
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-07-22,115.0,15.0,97.75,31
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-07-13,115.0,0.0,115.0,21
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-07-06,115.0,10.0,103.5,24
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-06-20,115.0,5.0,109.25,7
Tata Tea Gold 250g,beverages,Gujarat,Tier-1,2025-07-15,115.0,10.0,103.5,16
Tata Tea Gold 250g,beverages,Gujarat,Tier-2,2025-05-21,115.0,10.0,103.5,15
Tata Tea Gold 250g,beverages,Gujarat,Tier-2,2025-05-18,115.0,10.0,103.5,26
Tata Tea Gold 250g,beverages,Gujarat,Tier-2,2025-05-20,115.0,0.0,115.0,19
Tata Tea Gold 250g,beverages,Gujarat,Tier-2,2025-05-22,115.0,5.0,109.25,23
Tata Tea Gold 250g,beverages,Gujarat,Tier-2,2025-06-08,115.0,0.0,115.0,15
Tata Tea Gold 250g,beverages,Gujarat,Tier-2,2025-06-08,115.0,10.0,103.5,6
Tata Tea Gold 250g,beverages,Gujarat,Tier-2,2025-06-14,115.0,0.0,115.0,5
Tata Tea Gold 250g,beverages,Gujarat,Tier-2,2025-05-21,115.0,0.0,115.0,19
Tata Tea Gold 250g,beverages,Gujarat,Tier-2,2025-06-15,115.0,15.0,97.75,11
Tata Tea Gold 250g,beverages,Gujarat,Tier-2,2025-05-30,115.0,0.0,115.0,8
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-07-05,115.0,10.0,103.5,21
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-29,115.0,5.0,109.25,23
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-30,115.0,0.0,115.0,16
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-01,115.0,5.0,109.25,8
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-27,115.0,0.0,115.0,12
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-20,115.0,5.0,109.25,9
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-03,115.0,10.0,103.5,33
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-07-08,115.0,10.0,103.5,8
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-05-28,115.0,0.0,115.0,22
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-23,115.0,0.0,115.0,27
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-25,115.0,10.0,103.5,34
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-29,115.0,0.0,115.0,9
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-01,115.0,5.0,109.25,27
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-06-23,115.0,5.0,109.25,28
Tata Tea Gold 250g,beverages,Gujarat,Tier-3,2025-05-29,115.0,5.0,109.25,19
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-07-05,115.0,0.0,115.0,29
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-22,115.0,15.0,97.75,13
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-08,115.0,10.0,103.5,25
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-03,115.0,0.0,115.0,8
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-23,115.0,10.0,103.5,24
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-25,115.0,5.0,109.25,17
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-26,115.0,15.0,97.75,22
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-28,115.0,5.0,109.25,26
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-03,115.0,5.0,109.25,27
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-07-03,115.0,20.0,92.0,18
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-07-04,115.0,0.0,115.0,11
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-30,115.0,0.0,115.0,8
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-23,115.0,5.0,109.25,27
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-07,115.0,5.0,109.25,27
Tata Tea Gold 250g,beverages,Rajasthan,Tier-1,2025-06-14,115.0,20.0,92.0,35
Tata Tea Gold 250g,beverages,Rajasthan,Tier-2,2025-06-30,115.0,0.0,115.0,18
Tata Tea Gold 250g,beverages,Rajasthan,Tier-2,2025-06-24,115.0,0.0,115.0,13
Tata Tea Gold 250g,beverages,Rajasthan,Tier-2,2025-06-28,115.0,5.0,109.25,5
Tata Tea Gold 250g,beverages,Rajasthan,Tier-2,2025-06-25,115.0,0.0,115.0,17
Tata Tea Gold 250g,beverages,Rajasthan,Tier-2,2025-06-28,115.0,5.0,109.25,24
Tata Tea Gold 250g,beverages,Rajasthan,Tier-2,2025-07-01,115.0,10.0,103.5,32
Tata Tea Gold 250g,beverages,Rajasthan,Tier-2,2025-06-23,115.0,0.0,115.0,23
Tata Tea Gold 250g,beverages,Rajasthan,Tier-2,2025-06-27,115.0,5.0,109.25,16
Tata Tea Gold 250g,beverages,Rajasthan,Tier-2,2025-07-02,115.0,0.0,115.0,23
Tata Tea Gold 250g,beverages,Rajasthan,Tier-2,2025-06-26,115.0,15.0,97.75,6
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-06-19,115.0,0.0,115.0,9
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-07-09,115.0,5.0,109.25,15
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-05-30,115.0,0.0,115.0,18
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-07-06,115.0,0.0,115.0,24
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-05-30,115.0,0.0,115.0,7
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-06-18,115.0,15.0,97.75,31
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-06-13,115.0,5.0,109.25,7
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-06-09,115.0,5.0,109.25,11
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-06-05,115.0,5.0,109.25,5
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-07-05,115.0,5.0,109.25,12
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-06-13,115.0,20.0,92.0,14
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-07-09,115.0,10.0,103.5,8
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-07-02,115.0,5.0,109.25,11
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-07-09,115.0,0.0,115.0,12
Tata Tea Gold 250g,beverages,Rajasthan,Tier-3,2025-06-01,115.0,0.0,115.0,10
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-06-01,115.0,15.0,97.75,20
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-14,115.0,10.0,103.5,15
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-11,115.0,15.0,97.75,11
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-18,115.0,10.0,103.5,9
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-07,115.0,10.0,103.5,34
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-10,115.0,0.0,115.0,29
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-25,115.0,5.0,109.25,15
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-07,115.0,10.0,103.5,7
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-21,115.0,10.0,103.5,22
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-27,115.0,0.0,115.0,17
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-30,115.0,10.0,103.5,18
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-25,115.0,5.0,109.25,14
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-30,115.0,5.0,109.25,26
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-06-02,115.0,10.0,103.5,7
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-24,115.0,5.0,109.25,17
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-30,115.0,0.0,115.0,25
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-06-01,115.0,10.0,103.5,30
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-1,2025-05-18,115.0,5.0,109.25,5
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-08,115.0,10.0,103.5,10
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-02,115.0,5.0,109.25,12
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-11,115.0,0.0,115.0,17
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-04,115.0,0.0,115.0,12
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-04,115.0,5.0,109.25,17
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-09,115.0,0.0,115.0,28
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-04,115.0,0.0,115.0,15
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-09,115.0,5.0,109.25,27
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-02,115.0,5.0,109.25,16
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-09,115.0,5.0,109.25,15
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-11,115.0,5.0,109.25,13
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-08,115.0,5.0,109.25,29
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-04,115.0,0.0,115.0,12
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-07,115.0,5.0,109.25,30
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-06,115.0,0.0,115.0,18
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-06,115.0,5.0,109.25,25
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-10,115.0,20.0,92.0,32
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-2,2025-06-04,115.0,0.0,115.0,28
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-31,115.0,5.0,109.25,25
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-06-01,115.0,5.0,109.25,8
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-28,115.0,10.0,103.5,30
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-27,115.0,5.0,109.25,14
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-25,115.0,5.0,109.25,20
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-24,115.0,0.0,115.0,23
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-29,115.0,0.0,115.0,24
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-25,115.0,15.0,97.75,24
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-29,115.0,5.0,109.25,26
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-27,115.0,5.0,109.25,13
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-25,115.0,5.0,109.25,28
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-19,115.0,10.0,103.5,10
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-20,115.0,0.0,115.0,15
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-22,115.0,10.0,103.5,6
Tata Tea Gold 250g,beverages,Uttar Pradesh,Tier-3,2025-05-22,115.0,10.0,103.5,33
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-13,115.0,10.0,103.5,33
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-26,115.0,0.0,115.0,14
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-07-02,115.0,5.0,109.25,23
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-09,115.0,5.0,109.25,6
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-15,115.0,0.0,115.0,27
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-28,115.0,0.0,115.0,12
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-22,115.0,5.0,109.25,20
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-22,115.0,0.0,115.0,9
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-11,115.0,0.0,115.0,22
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-26,115.0,5.0,109.25,11
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-28,115.0,5.0,109.25,23
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-16,115.0,5.0,109.25,31
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-07-02,115.0,10.0,103.5,7
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-26,115.0,10.0,103.5,27
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-18,115.0,5.0,109.25,31
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-27,115.0,15.0,97.75,13
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-06-20,115.0,10.0,103.5,31
Tata Tea Gold 250g,beverages,Kerala,Tier-1,2025-07-01,115.0,10.0,103.5,6
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-07,115.0,0.0,115.0,19
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-08,115.0,0.0,115.0,15
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-06,115.0,10.0,103.5,30
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-25,115.0,15.0,97.75,14
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-28,115.0,5.0,109.25,19
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-01,115.0,15.0,97.75,13
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-08-05,115.0,15.0,97.75,27
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-03,115.0,20.0,92.0,14
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-10,115.0,5.0,109.25,25
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-30,115.0,5.0,109.25,18
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-14,115.0,15.0,97.75,28
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-08-07,115.0,10.0,103.5,10
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-08-02,115.0,10.0,103.5,33
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-08-05,115.0,10.0,103.5,19
Tata Tea Gold 250g,beverages,Kerala,Tier-2,2025-07-28,115.0,10.0,103.5,24
Tata Tea Gold 250g,beverages,Kerala,Tier-3,2025-06-06,115.0,10.0,103.5,10
Tata Tea Gold 250g,beverages,Kerala,Tier-3,2025-06-14,115.0,5.0,109.25,17
