product_name,category,mrp,amp,brand_reputation_score,expiry_score,holiday_score,inventory_level,location_zone,final_price
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.74,1.75,0.5,0.0,49,Tier-2,349.26
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.74,1.75,0.2,0.0,49,Tier-2,353.35
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.74,1.75,0.37,0.0,49,Tier-2,351.03
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.74,1.75,0.0,0.0,49,Tier-2,356.07
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.74,1.75,0.17,0.0,49,Tier-2,353.76
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.2,0.0,232,Tier-3,352.04
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.67,0.0,232,Tier-3,346.16
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.3,0.0,232,Tier-3,350.66
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,1.0,0.0,232,Tier-3,346.16
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.53,0.0,232,Tier-3,347.48
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.37,0.0,232,Tier-3,349.69
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.8,0.0,232,Tier-3,346.16
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.7,0.0,232,Tier-3,346.16
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.73,0.0,232,Tier-3,346.16
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.03,0.0,232,Tier-3,354.4
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.47,0.0,232,Tier-3,348.31
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.16,1.75,0.97,0.0,232,Tier-3,346.16
Surf Excel Matic Top Load 2kg,laundry detergents,370,351.86,1.75,0.0,0.0,477,Tier-1,370.0
Surf Excel Matic Top Load 2kg,laundry detergents,370,351.86,1.75,0.07,0.0,477,Tier-1,370.0
Surf Excel Matic Top Load 2kg,laundry detergents,370,351.86,1.75,0.27,0.0,477,Tier-1,367.41
Surf Excel Matic Top Load 2kg,laundry detergents,370,351.86,1.75,0.3,0.0,477,Tier-1,366.99
Surf Excel Matic Top Load 2kg,laundry detergents,370,351.86,1.75,0.13,0.0,477,Tier-1,369.38
Surf Excel Matic Top Load 2kg,laundry detergents,370,351.86,1.75,0.17,0.0,477,Tier-1,368.82
Surf Excel Matic Top Load 2kg,laundry detergents,370,351.86,1.75,0.33,0.0,477,Tier-1,366.57
Surf Excel Matic Top Load 2kg,laundry detergents,370,351.86,1.75,0.03,0.0,477,Tier-1,370.0
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.33,0.0,13,Tier-2,351.76
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.47,0.0,13,Tier-2,349.85
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.53,0.0,13,Tier-2,349.03
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.27,0.0,13,Tier-2,352.58
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.63,0.0,13,Tier-2,347.67
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.5,0.0,13,Tier-2,349.44
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.17,0.0,13,Tier-2,353.94
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.2,0.0,13,Tier-2,353.53
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.3,0.0,13,Tier-2,352.17
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.57,0.0,13,Tier-2,348.49
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.67,0.0,13,Tier-2,347.12
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.92,1.75,0.43,0.0,13,Tier-2,350.4
Surf Excel Matic Top Load 2kg,laundry detergents,370,336.15,1.75,0.5,0.0,127,Tier-3,337.83
Surf Excel Matic Top Load 2kg,laundry detergents,370,336.15,1.75,0.27,0.0,127,Tier-3,340.92
Surf Excel Matic Top Load 2kg,laundry detergents,370,336.15,1.75,0.43,0.0,127,Tier-3,338.77
Surf Excel Matic Top Load 2kg,laundry detergents,370,336.15,1.75,0.17,0.0,127,Tier-3,342.27
Surf Excel Matic Top Load 2kg,laundry detergents,370,336.15,1.75,0.07,0.0,127,Tier-3,343.61
Surf Excel Matic Top Load 2kg,laundry detergents,370,336.15,1.75,0.0,0.0,127,Tier-3,344.55
Surf Excel Matic Top Load 2kg,laundry detergents,370,336.15,1.75,0.23,0.0,127,Tier-3,341.46
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.73,0.0,513,Tier-1,350.81
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.7,0.0,513,Tier-1,351.22
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.27,0.0,513,Tier-1,357.11
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.87,0.0,513,Tier-1,348.9
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.57,0.0,513,Tier-1,353.0
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.3,0.0,513,Tier-1,356.7
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,1.0,0.0,513,Tier-1,347.12
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.5,0.0,513,Tier-1,353.96
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.83,0.0,513,Tier-1,349.45
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.93,0.0,513,Tier-1,348.08
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.97,0.0,513,Tier-1,347.53
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.13,0.0,513,Tier-1,359.02
Surf Excel Matic Top Load 2kg,laundry detergents,370,341.99,1.75,0.1,0.0,513,Tier-1,359.43
Surf Excel Matic Top Load 2kg,laundry detergents,370,345.93,1.75,0.23,0.0,856,Tier-2,358.31
Surf Excel Matic Top Load 2kg,laundry detergents,370,345.93,1.75,0.3,0.0,856,Tier-2,357.35
Surf Excel Matic Top Load 2kg,laundry detergents,370,345.93,1.75,0.0,0.0,856,Tier-2,361.5
Surf Excel Matic Top Load 2kg,laundry detergents,370,345.93,1.75,0.27,0.0,856,Tier-2,357.76
Surf Excel Matic Top Load 2kg,laundry detergents,370,345.93,1.75,0.33,0.0,856,Tier-2,356.93
Surf Excel Matic Top Load 2kg,laundry detergents,370,345.93,1.75,0.2,0.0,856,Tier-2,358.73
Surf Excel Matic Top Load 2kg,laundry detergents,370,345.93,1.75,0.17,0.0,856,Tier-2,359.14
Surf Excel Matic Top Load 2kg,laundry detergents,370,345.93,1.75,0.1,0.0,856,Tier-2,360.11
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.17,0.0,35,Tier-3,346.54
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.53,0.0,35,Tier-3,341.64
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.03,0.0,35,Tier-3,348.45
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.07,0.0,35,Tier-3,347.91
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.4,0.0,35,Tier-3,343.41
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.1,0.0,35,Tier-3,347.5
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.23,0.0,35,Tier-3,345.73
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.37,0.0,35,Tier-3,343.82
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.27,0.0,35,Tier-3,345.18
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.33,0.0,35,Tier-3,344.37
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.13,0.0,35,Tier-3,347.09
Surf Excel Matic Top Load 2kg,laundry detergents,370,340.35,1.75,0.2,0.0,35,Tier-3,346.14
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.43,0.0,335,Tier-1,364.02
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.4,0.0,335,Tier-1,364.44
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.47,0.0,335,Tier-1,363.46
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.37,0.0,335,Tier-1,364.86
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.17,0.0,335,Tier-1,367.67
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.03,0.0,335,Tier-1,369.63
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.13,0.0,335,Tier-1,368.23
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.0,0.0,335,Tier-1,370.0
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.33,0.0,335,Tier-1,365.42
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.23,0.0,335,Tier-1,366.82
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.1,0.0,335,Tier-1,368.65
Surf Excel Matic Top Load 2kg,laundry detergents,370,350.76,1.75,0.07,0.0,335,Tier-1,369.07
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.37,0.0,796,Tier-2,343.97
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.43,0.0,796,Tier-2,343.17
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.27,0.0,796,Tier-2,345.31
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.07,0.0,796,Tier-2,347.98
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.23,0.0,796,Tier-2,345.84
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.3,0.0,796,Tier-2,344.91
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.0,0.0,796,Tier-2,348.92
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.4,0.0,796,Tier-2,343.57
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.2,0.0,796,Tier-2,346.24
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.1,0.0,796,Tier-2,347.58
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.89,1.75,0.33,0.0,796,Tier-2,344.51
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.5,0.0,541,Tier-3,345.46
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,1.0,0.0,541,Tier-3,343.74
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.47,0.0,541,Tier-3,345.87
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.77,0.0,541,Tier-3,343.74
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.3,0.0,541,Tier-3,348.21
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.43,0.0,541,Tier-3,346.42
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.2,0.0,541,Tier-3,349.58
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.27,0.0,541,Tier-3,348.62
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.07,0.0,541,Tier-3,351.37
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.37,0.0,541,Tier-3,347.25
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.7,0.0,541,Tier-3,343.74
Surf Excel Matic Top Load 2kg,laundry detergents,370,343.74,1.75,0.73,0.0,541,Tier-3,343.74
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.2,0.0,568,Tier-1,353.13
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.6,0.0,568,Tier-1,347.74
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.1,0.0,568,Tier-1,354.48
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.33,0.0,568,Tier-1,351.38
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.23,0.0,568,Tier-1,352.73
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.5,0.0,568,Tier-1,349.08
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.47,0.0,568,Tier-1,349.49
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.3,0.0,568,Tier-1,351.78
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.7,0.0,568,Tier-1,346.39
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.03,0.0,568,Tier-1,355.43
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.43,0.0,568,Tier-1,350.03
Surf Excel Matic Top Load 2kg,laundry detergents,370,337.28,1.75,0.37,0.0,568,Tier-1,350.84
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,1.0,0.0,663,Tier-2,355.65
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.33,0.0,663,Tier-2,365.13
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.97,0.0,663,Tier-2,356.07
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.1,0.0,663,Tier-2,368.39
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.03,0.0,663,Tier-2,369.38
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.17,0.0,663,Tier-2,367.4
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.87,0.0,663,Tier-2,357.49
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.77,0.0,663,Tier-2,358.91
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.53,0.0,663,Tier-2,362.3
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.7,0.0,663,Tier-2,359.9
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.37,0.0,663,Tier-2,364.57
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.23,0.0,663,Tier-2,366.55
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.07,0.0,663,Tier-2,368.81
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.2,0.0,663,Tier-2,366.97
Surf Excel Matic Top Load 2kg,laundry detergents,370,353.88,1.75,0.83,0.0,663,Tier-2,358.06
Surf Excel Matic Top Load 2kg,laundry detergents,370,328.68,1.75,0.27,0.0,520,Tier-3,333.35
Surf Excel Matic Top Load 2kg,laundry detergents,370,328.68,1.75,0.13,0.0,520,Tier-3,335.19
Surf Excel Matic Top Load 2kg,laundry detergents,370,328.68,1.75,0.03,0.0,520,Tier-3,336.5
Surf Excel Matic Top Load 2kg,laundry detergents,370,328.68,1.75,0.0,0.0,520,Tier-3,336.9
Surf Excel Matic Top Load 2kg,laundry detergents,370,328.68,1.75,0.5,0.0,520,Tier-3,330.32
Surf Excel Matic Top Load 2kg,laundry detergents,370,328.68,1.75,0.1,0.0,520,Tier-3,335.58
Surf Excel Matic Top Load 2kg,laundry detergents,370,328.68,1.75,0.47,0.0,520,Tier-3,330.72
Surf Excel Matic Top Load 2kg,laundry detergents,370,328.68,1.75,0.33,0.0,520,Tier-3,332.56
Surf Excel Matic Top Load 2kg,laundry detergents,370,328.68,1.75,0.43,0.0,520,Tier-3,331.24
Surf Excel Matic Top Load 2kg,laundry detergents,370,328.68,1.75,0.4,0.0,520,Tier-3,331.64
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.03,0.0,268,Tier-1,363.02
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.73,0.0,268,Tier-1,353.38
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.3,0.0,268,Tier-1,359.3
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.27,0.0,268,Tier-1,359.72
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.13,0.0,268,Tier-1,361.65
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.07,0.0,268,Tier-1,362.47
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.2,0.0,268,Tier-1,360.68
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.0,0.0,268,Tier-1,363.44
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.47,0.0,268,Tier-1,356.96
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.6,0.0,268,Tier-1,355.17
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.33,0.0,268,Tier-1,358.89
Surf Excel Matic Top Load 2kg,laundry detergents,370,344.49,1.75,0.43,0.0,268,Tier-1,357.51
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.81,1.75,0.2,0.0,699,Tier-2,359.64
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.81,1.75,0.07,0.0,699,Tier-2,361.45
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.81,1.75,0.4,0.0,699,Tier-2,356.87
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.81,1.75,0.17,0.0,699,Tier-2,360.06
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.81,1.75,0.27,0.0,699,Tier-2,358.67
Surf Excel Matic Top Load 2kg,laundry detergents,370,346.81,1.75,0.47,0.0,699,Tier-2,355.9
Surf Excel Matic Top Load 2kg,laundry detergents,370,339.77,1.75,0.63,0.0,270,Tier-3,339.77
Surf Excel Matic Top Load 2kg,laundry detergents,370,339.77,1.75,0.5,0.0,270,Tier-3,341.47
Surf Excel Matic Top Load 2kg,laundry detergents,370,339.77,1.75,0.47,0.0,270,Tier-3,341.88
Surf Excel Matic Top Load 2kg,laundry detergents,370,339.77,1.75,0.0,0.0,270,Tier-3,348.26
Surf Excel Matic Top Load 2kg,laundry detergents,370,339.77,1.75,0.03,0.0,270,Tier-3,347.86
Surf Excel Matic Top Load 2kg,laundry detergents,370,339.77,1.75,0.13,0.0,270,Tier-3,346.5
Surf Excel Matic Top Load 2kg,laundry detergents,370,339.77,1.75,0.33,0.0,270,Tier-3,343.78
Surf Excel Matic Top Load 2kg,laundry detergents,370,339.77,1.75,0.17,0.0,270,Tier-3,345.95
Surf Excel Matic Top Load 2kg,laundry detergents,370,339.77,1.75,0.27,0.0,270,Tier-3,344.59
Surf Excel Matic Top Load 2kg,laundry detergents,370,339.77,1.75,0.3,0.0,270,Tier-3,344.19
Surf Excel Matic Top Load 2kg,laundry detergents,370,348.89,1.75,0.3,0.0,181,Tier-1,363.89
Surf Excel Matic Top Load 2kg,laundry detergents,370,348.89,1.75,0.4,0.0,181,Tier-1,362.5
Surf Excel Matic Top Load 2kg,laundry detergents,370,348.89,1.75,0.53,0.0,181,Tier-1,360.68
Surf Excel Matic Top Load 2kg,laundry detergents,370,348.89,1.75,0.47,0.0,181,Tier-1,361.52
Surf Excel Matic Top Load 2kg,laundry detergents,370,348.89,1.75,0.63,0.0,181,Tier-1,359.29
Surf Excel Matic Top Load 2kg,laundry detergents,370,348.89,1.75,0.07,0.0,181,Tier-1,367.1
Surf Excel Matic Top Load 2kg,laundry detergents,370,348.89,1.75,0.33,0.0,181,Tier-1,363.47
Surf Excel Matic Top Load 2kg,laundry detergents,370,348.89,1.75,0.23,0.0,181,Tier-1,364.87
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.08,1.75,0.67,0.0,177,Tier-2,339.14
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.08,1.75,0.73,0.0,177,Tier-2,338.34
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.08,1.75,0.47,0.0,177,Tier-2,341.81
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.08,1.75,0.17,0.0,177,Tier-2,345.8
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.08,1.75,0.0,0.0,177,Tier-2,348.07
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.08,1.75,0.2,0.0,177,Tier-2,345.4
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.08,1.75,0.7,0.0,177,Tier-2,338.74
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.08,1.75,0.1,0.0,177,Tier-2,346.74
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.08,1.75,0.4,0.0,177,Tier-2,342.74
Surf Excel Matic Top Load 2kg,laundry detergents,370,333.08,1.75,0.03,0.0,177,Tier-2,347.67
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.97,0.0,330,Tier-3,352.81
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.9,0.0,330,Tier-3,352.81
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.57,0.0,330,Tier-3,353.59
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.1,0.0,330,Tier-3,360.22
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.07,0.0,330,Tier-3,360.64
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.3,0.0,330,Tier-3,357.4
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.67,0.0,330,Tier-3,352.81
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.5,0.0,330,Tier-3,354.57
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.0,0.0,330,Tier-3,361.63
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.23,0.0,330,Tier-3,358.38
Surf Excel Matic Top Load 2kg,laundry detergents,370,352.81,1.75,0.73,0.0,330,Tier-3,352.81
Vim Dishwash Gel 500ml,dishwashing liquids,95,91.35,1.5,0.43,0.0,794,Tier-1,94.35
Vim Dishwash Gel 500ml,dishwashing liquids,95,91.35,1.5,0.53,0.0,794,Tier-1,93.98
Vim Dishwash Gel 500ml,dishwashing liquids,95,91.35,1.5,0.13,0.0,794,Tier-1,95.0
Vim Dishwash Gel 500ml,dishwashing liquids,95,91.35,1.5,0.07,0.0,794,Tier-1,95.0
Vim Dishwash Gel 500ml,dishwashing liquids,95,91.35,1.5,0.03,0.0,794,Tier-1,95.0
Vim Dishwash Gel 500ml,dishwashing liquids,95,91.35,1.5,0.6,0.0,794,Tier-1,93.73
Vim Dishwash Gel 500ml,dishwashing liquids,95,87.44,1.5,0.2,0.0,920,Tier-2,90.24
Vim Dishwash Gel 500ml,dishwashing liquids,95,87.44,1.5,0.43,0.0,920,Tier-2,89.43
Vim Dishwash Gel 500ml,dishwashing liquids,95,87.44,1.5,0.53,0.0,920,Tier-2,89.08
Vim Dishwash Gel 500ml,dishwashing liquids,95,87.44,1.5,0.23,0.0,920,Tier-2,90.13
Vim Dishwash Gel 500ml,dishwashing liquids,95,87.44,1.5,0.63,0.0,920,Tier-2,88.73
Vim Dishwash Gel 500ml,dishwashing liquids,95,88.11,1.5,0.07,0.0,615,Tier-3,89.63
Vim Dishwash Gel 500ml,dishwashing liquids,95,88.11,1.5,0.6,0.0,615,Tier-3,88.11
Vim Dishwash Gel 500ml,dishwashing liquids,95,88.11,1.5,1.0,0.0,615,Tier-3,88.11
Vim Dishwash Gel 500ml,dishwashing liquids,95,88.11,1.5,0.4,0.0,615,Tier-3,88.46
Vim Dishwash Gel 500ml,dishwashing liquids,95,88.11,1.5,0.2,0.0,615,Tier-3,89.17
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.31,1.5,0.37,0.0,327,Tier-1,93.49
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.31,1.5,0.43,0.0,327,Tier-1,93.27
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.31,1.5,0.33,0.0,327,Tier-1,93.63
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.31,1.5,0.27,0.0,327,Tier-1,93.85
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.31,1.5,0.17,0.0,327,Tier-1,94.21
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.31,1.5,0.4,0.0,327,Tier-1,93.38
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.31,1.5,0.3,0.0,327,Tier-1,93.74
Vim Dishwash Gel 500ml,dishwashing liquids,95,80.42,1.5,0.4,0.0,894,Tier-2,82.35
Vim Dishwash Gel 500ml,dishwashing liquids,95,80.42,1.5,0.2,0.0,894,Tier-2,82.99
Vim Dishwash Gel 500ml,dishwashing liquids,95,80.42,1.5,0.3,0.0,894,Tier-2,82.67
Vim Dishwash Gel 500ml,dishwashing liquids,95,80.42,1.5,0.57,0.0,894,Tier-2,81.8
Vim Dishwash Gel 500ml,dishwashing liquids,95,80.42,1.5,0.73,0.0,894,Tier-2,81.29
Vim Dishwash Gel 500ml,dishwashing liquids,95,85.87,1.5,0.67,0.0,146,Tier-3,85.87
Vim Dishwash Gel 500ml,dishwashing liquids,95,85.87,1.5,0.3,0.0,146,Tier-3,86.56
Vim Dishwash Gel 500ml,dishwashing liquids,95,85.87,1.5,0.0,0.0,146,Tier-3,87.59
Vim Dishwash Gel 500ml,dishwashing liquids,95,85.87,1.5,0.1,0.0,146,Tier-3,87.24
Vim Dishwash Gel 500ml,dishwashing liquids,95,85.87,1.5,0.47,0.0,146,Tier-3,85.97
Vim Dishwash Gel 500ml,dishwashing liquids,95,92.6,1.5,0.43,0.0,556,Tier-1,95.0
Vim Dishwash Gel 500ml,dishwashing liquids,95,92.6,1.5,0.27,0.0,556,Tier-1,95.0
Vim Dishwash Gel 500ml,dishwashing liquids,95,92.6,1.5,0.17,0.0,556,Tier-1,95.0
Vim Dishwash Gel 500ml,dishwashing liquids,95,92.6,1.5,0.0,0.0,556,Tier-1,95.0
Vim Dishwash Gel 500ml,dishwashing liquids,95,92.6,1.5,0.67,0.0,556,Tier-1,94.75
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.47,1.5,0.77,0.0,581,Tier-2,91.3
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.47,1.5,0.4,0.0,581,Tier-2,92.64
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.47,1.5,0.97,0.0,581,Tier-2,90.58
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.47,1.5,0.6,0.0,581,Tier-2,91.92
Vim Dishwash Gel 500ml,dishwashing liquids,95,90.47,1.5,0.2,0.0,581,Tier-2,93.37
Vim Dishwash Gel 500ml,dishwashing liquids,95,88.72,1.5,0.5,0.0,788,Tier-3,88.72
Vim Dishwash Gel 500ml,dishwashing liquids,95,88.72,1.5,0.1,0.0,788,Tier-3,90.14
Vim Dishwash Gel 500ml,dishwashing liquids,95,88.72,1.5,0.43,0.0,788,Tier-3,88.97
Vim Dishwash Gel 500ml,dishwashing liquids,95,88.72,1.5,0.57,0.0,788,Tier-3,88.72
